date,open,high,low,close,volume
2014-01-02,29.0415,29.1698,28.5928,28.6203,2027744
2014-01-03,28.6477,28.7485,28.1898,28.2173,2512472
2014-01-06,28.2448,28.4096,27.7868,27.8143,3095252
2014-01-07,27.915,28.1165,27.6495,27.8143,2823430
2014-01-08,27.8143,27.8326,27.6724,27.8326,3031517
2014-01-09,27.8967,27.9425,27.741,27.8418,1807175
2014-01-10,27.8693,27.9883,27.741,27.8601,1631382
2014-01-13,27.7502,27.8509,27.3197,27.3472,2169089
2014-01-14,27.4205,27.6769,27.4022,27.5945,1787006
2014-01-15,27.6403,27.7044,27.4205,27.4296,2083908
2014-01-16,27.3747,27.5029,27.2098,27.4571,2133932
2014-01-17,27.448,27.448,27.3106,27.4205,2083291
2014-01-21,27.5212,27.6861,27.3839,27.6769,2117310
2014-01-22,27.7044,27.8326,27.5762,27.7868,1726971
2014-01-23,27.6678,27.6678,27.219,27.2465,2707364
2014-01-24,26.9717,27.0175,26.3398,26.3856,4188793
2014-01-27,26.4222,26.5001,26.0376,26.2024,3373755
2014-01-28,26.2528,27.0633,26.2482,27.0084,3090180
2014-01-29,26.7428,26.9076,26.3856,26.4314,2338894
2014-01-30,26.6603,26.8801,26.523,26.8069,1224469
2014-01-31,26.4039,26.6145,26.2574,26.3215,1410244
2014-02-03,26.3215,26.3306,25.5705,25.6437,2448975
2014-02-04,25.7903,25.9002,25.5796,25.6987,2023583
2014-02-05,25.6071,25.7811,25.4514,25.6071,2613090
2014-02-06,25.7445,26.1933,25.7079,26.1566,2263301
2014-02-07,26.2757,26.468,26.0284,26.4405,1775116
2014-02-10,26.3581,26.5779,26.2848,26.5413,1616941
2014-02-11,26.5413,26.9259,26.4497,26.8527,1893955
2014-02-12,26.6695,26.697,26.4222,26.5596,2451988
2014-02-13,26.239,26.4863,26.1749,26.4497,2938584
2014-02-14,26.3856,26.8343,26.3764,26.7702,1800251
2014-02-18,26.8435,27.0175,26.8252,26.9351,1405835
2014-02-19,26.816,27.0587,26.61,26.642,1233519
2014-02-20,26.7061,26.8939,26.4955,26.8343,1019387
2014-02-21,26.9259,27.0404,26.7061,26.9626,1750399
2014-02-24,26.9534,27.3564,26.8985,27.2282,1981959
