date,open,high,low,close,volume
2014-01-02,47.053,47.2395,46.2699,46.6241,7420119
2014-01-03,46.6335,47.0064,46.5589,46.736,5323624
2014-01-06,47.37,47.4819,46.4983,46.9132,8439586
2014-01-07,47.2488,47.2581,46.5029,46.8013,7748041
2014-01-08,46.7733,46.7826,45.7851,46.1487,9145346
2014-01-09,46.7733,46.7826,45.8597,46.2512,7941738
2014-01-10,46.1673,47.1183,46.0834,47.0996,8841730
2014-01-13,47.053,47.0716,46.13,46.2233,6789351
2014-01-14,46.3911,47.0996,46.3911,46.9877,5998515
2014-01-15,47.0716,47.4912,46.7547,47.2115,6329627
2014-01-16,47.0903,47.4632,46.8945,47.4539,6682803
2014-01-17,47.8082,47.8827,47.0623,47.2301,9615885
2014-01-21,47.7243,48.0133,45.7385,46.4097,20961938
2014-01-22,46.7547,47.398,46.3631,47.1183,9494011
2014-01-23,47.1835,47.5285,46.4843,46.7174,8907541
2014-01-24,46.0927,46.0927,45.1534,45.3189,12454212
2014-01-27,45.4122,45.6546,44.7223,45.2071,9203450
2014-01-28,45.3655,45.4308,44.6943,45.0579,7845471
2014-01-29,44.7129,45.2723,44.3773,44.9367,10184280
2014-01-30,45.4774,46.3258,45.1791,46.0927,9484728
2014-01-31,45.3749,46.0834,45.1604,45.6918,9216456
2014-02-03,45.7478,45.8503,44.7036,45.0579,9669817
2014-02-04,45.2956,46.1487,45.0579,46.0182,10595404
2014-02-05,46.0275,46.3351,45.6732,45.9342,9686332
2014-02-06,46.1487,47.4539,46.1021,47.3234,13021391
2014-02-07,47.631,48.6006,47.5285,48.4514,13091191
2014-02-10,48.4235,48.512,47.8548,48.3582,8103423
2014-02-11,48.6472,50.3067,48.5913,50.1948,12049423
2014-02-12,50.1016,50.344,49.4443,49.5236,11091266
2014-02-13,49.132,50.372,49.0668,49.8406,8142689
2014-02-14,49.8033,50.2694,49.6541,49.9431,6770550
2014-02-18,50.027,50.6237,49.8779,50.4652,8523457
2014-02-19,50.2694,51.2577,50.2228,50.8381,7915968
2014-02-20,50.8381,51.7797,50.7635,51.6306,8772048
2014-02-21,51.7891,52.1713,51.5094,51.556,8785997
2014-02-24,52.0688,53.1502,52.0221,52.5536,9512777
2014-02-25,52.2366,52.2645,51.0898,51.817,11066697
2014-02-26,51.8264,52.162,51.3789,51.4255,6182498
2014-02-27,51.3882,51.9662,51.1365,51.9196,6898434
2014-02-28,52.1527,53.5325,51.8916,53.1409,10225154
2014-03-03,52.6175,53.4027,52.3931,52.7016,8840020
2014-03-04,53.2998,53.5148,53.0381,53.1877,6721752
2014-03-05,53.1503,53.6083,52.4047,52.524,7547339
2014-03-06,52.6175,53.4915,52.552,53.2064,5802910
2014-03-07,53.3933,53.3933,52.2062,52.5333,8821637
2014-03-10,52.3277,52.8138,52.1127,52.7857,6015870
2014-03-11,52.9072,53.2998,51.8136,52.0846,10062137
2014-03-12,51.6453,51.8743,51.019,51.7762,8437982
2014-03-13,51.879,52.1501,51.0097,51.6453,8788207
2014-03-14,51.6173,51.9164,51.4303,51.5892,7917371
2014-03-17,51.8416,52.9914,51.8416,52.9259,6130699
2014-03-18,53.0661,53.3653,52.7764,53.1877,5547488
2014-03-19,53.0474,53.44,52.6735,53.0755,6058619
2014-03-20,52.8792,53.7158,52.6735,53.6176,5458022
2014-03-21,54.1131,55.1133,53.8326,54.272,11963068
2014-03-24,54.4683,54.8702,53.7298,54.0102,6163418
2014-03-25,54.5337,55.5059,54.3841,55.2815,7407262
2014-03-26,55.3283,55.7956,54.5057,54.5617,6265337
2014-03-27,54.6926,55.2441,53.6176,54.3,10475667
2014-03-28,54.5711,55.618,54.2159,55.5806,6106730
2014-03-31,56.0013,56.0761,54.945,55.0478,7407352
2014-04-01,54.8609,55.7582,54.8609,55.7395,7968767
2014-04-02,55.6648,56.1789,55.4834,56.02,6821775
2014-04-03,55.9171,56.3658,55.618,55.8984,7054370
2014-04-04,56.291,56.5715,55.3983,55.4404,8606702
2014-04-07,55.2909,55.3937,53.6176,53.6176,11207551
2014-04-08,53.7579,54.8328,53.6457,54.6926,8219576
2014-04-09,54.8983,55.0759,54.085,54.9543,5946308
2014-04-10,55.0946,55.3469,53.9448,54.1318,8232543
2014-04-11,53.7018,54.5057,53.4027,53.8513,8030912
2014-04-14,54.1037,55.6461,54.0289,55.2254,7298734
2014-04-15,55.6087,56.1181,55.0385,56.0574,9409982
2014-04-16,56.2817,56.7768,56.0854,56.5528,6413500
2014-04-17,57.1604,57.4501,56.1602,56.9267,11675452
2014-04-21,57.5249,59.7123,57.4595,58.8149,13992620
2014-04-22,58.7214,59.5019,58.1513,59.2449,9382116
2014-04-23,59.9646,60.862,59.8338,60.4975,13812378
2014-04-24,60.5161,60.7405,59.0018,59.3477,10324643
2014-04-25,59.0299,59.3757,58.5906,58.7588,7973169
2014-04-28,58.8897,59.2402,57.9736,58.684,7738915
2014-04-29,59.2075,60.3012,58.8897,58.899,8503180
2014-04-30,58.5251,59.2355,58.0297,58.9551,7503178
2014-05-01,59.0112,59.2262,58.3382,58.8055,5100177
2014-05-02,59.0392,59.7964,58.5999,59.6936,7514366
2014-05-05,59.1795,59.974,58.9458,59.7403,4736224
2014-05-06,59.8057,59.8431,59.2823,59.3757,4927645
