date,open,high,low,close,volume
2014-01-02,52.3071,52.4775,52.0061,52.2174,15637267
2014-01-03,52.2892,52.8812,52.2174,52.6211,14220320
2014-01-06,53.0696,53.3432,52.7736,52.9261,17562447
2014-01-07,53.1862,53.3118,52.1277,52.3161,17869722
2014-01-08,52.5134,52.8453,52.2981,52.8094,14694818
2014-01-09,52.9081,52.9261,52.325,52.7108,13248583
2014-01-10,52.63,52.7108,52.186,52.4686,12704391
2014-01-13,52.4865,52.63,51.6074,51.7599,20773435
2014-01-14,52.2981,52.5493,51.6343,51.7958,30318950
2014-01-15,51.7868,53.5091,51.7868,53.3656,35223534
2014-01-16,52.7377,53.6616,52.6928,52.9171,21691909
2014-01-17,53.1144,53.1324,52.0559,52.1277,21064942
2014-01-21,52.1097,52.4237,51.6522,52.1815,19559288
2014-01-22,52.325,52.325,51.5087,51.6612,15484711
2014-01-23,51.2127,51.2217,50.4233,50.6565,26243452
2014-01-24,50.2349,50.5578,49.4186,49.4186,27111279
2014-01-27,49.4096,50.051,49.0616,49.4186,23944206
2014-01-28,49.6877,50.5369,49.5531,50.0017,18061718
2014-01-29,49.302,50.1183,49.2033,49.8133,25471398
2014-01-30,50.2977,50.5848,49.903,50.2349,17060108
2014-01-31,49.7864,50.3336,49.4993,49.6608,18201808
2014-02-03,49.7864,50.1631,48.6202,48.7189,28572189
2014-02-04,49.0867,49.6518,48.979,49.293,20775934
2014-02-05,49.4276,49.7415,48.9611,49.5262,19499578
2014-02-06,49.6518,50.7283,49.5173,50.6655,20921199
2014-02-07,50.818,51.0692,50.4637,50.7911,25065229
2014-02-10,50.9256,51.0602,50.5848,50.8987,14727327
2014-02-11,50.7821,51.6433,50.7552,51.5177,18817088
2014-02-12,51.437,51.7689,51.2755,51.5984,13447621
2014-02-13,51.1947,52.1187,51.0961,52.0559,16607191
2014-02-14,51.9303,52.2353,51.8047,52.1636,13186804
2014-02-18,52.0469,52.6121,51.9393,52.4686,14992626
2014-02-19,52.3519,52.5134,51.3293,51.3652,18687923
2014-02-20,51.6074,52.003,51.3741,51.6522,12463670
2014-02-21,51.6612,51.8855,51.4639,51.6792,16790791
2014-02-24,51.6881,52.2353,51.6478,52.0559,16211245
2014-02-25,51.9393,52.0111,51.0602,51.1589,17996128
2014-02-26,51.4639,51.4728,50.4349,50.9077,23674645
2014-02-27,50.9346,51.0333,50.3605,50.8539,16285365
2014-02-28,50.7462,51.5356,50.5848,50.9705,18599829
2014-03-03,50.504,50.6117,49.9568,50.4233,19150953
2014-03-04,51.0871,51.4549,50.809,51.3652,17174334
2014-03-05,51.5625,52.2892,51.4549,52.1725,17762232
2014-03-06,52.4865,53.0027,52.3878,52.8364,19430068
2014-03-07,53.24,53.6437,52.9889,53.2849,18615141
2014-03-10,53.0516,53.3566,52.805,53.1055,16965386
2014-03-11,53.3028,53.3297,52.1456,52.1994,19436589
2014-03-12,51.7599,51.9931,51.5087,51.9572,17937197
2014-03-13,52.029,52.334,51.3024,51.5087,17192490
2014-03-14,51.2306,51.6074,50.7911,50.9525,18635842
2014-03-17,51.3203,51.7599,51.1768,51.6522,13589185
2014-03-18,51.8675,52.1725,51.6881,52.0828,12554754
2014-03-19,52.02,52.8633,51.9303,52.2981,21450652
2014-03-20,52.3519,54.2627,52.1456,53.9218,33736470
2014-03-21,54.6843,54.8996,53.8231,53.9756,35151970
