date,open,high,low,close,volume
2014-01-02,42.303,42.7292,42.2473,42.6134,2575096
2014-01-03,42.4065,42.4861,42.104,42.2234,2160612
2014-01-06,42.4144,43.6163,42.295,43.2103,3218419
2014-01-07,43.3138,43.4889,42.8601,43.1865,2185730
2014-01-08,43.1307,43.2342,42.7408,42.8999,1648100
2014-01-09,43.0352,43.1546,42.5816,42.9954,1558330
2014-01-10,43.2223,44.1814,43.2203,44.1575,2889499
2014-01-13,44.062,44.6987,43.9187,44.5316,4426342
2014-01-14,44.5077,44.5316,43.7436,43.8869,3374367
2014-01-15,43.9824,44.4639,43.9744,44.2132,2596245
2014-01-16,44.4122,44.7067,44.2928,44.6191,2183410
2014-01-17,44.7305,44.7624,44.2132,44.245,2001272
2014-01-21,44.5395,44.9454,44.4679,44.9216,2055012
2014-01-22,44.9136,45.2001,44.8022,45.0012,1541555
2014-01-23,45.0489,45.0648,44.5316,44.5952,2188647
2014-01-24,44.5793,44.7385,44.3087,44.5077,2934416
2014-01-27,44.5236,45.0807,44.5077,44.7703,2531846
2014-01-28,44.8977,45.4469,44.8261,45.2001,1828519
2014-01-29,44.9773,45.1763,44.7266,45.1205,2141253
2014-01-30,45.3036,45.7891,45.2081,45.4071,1775302
2014-01-31,45.2081,46.2507,44.9136,46.0995,2915002
2014-02-03,46.0199,46.0836,45.6139,45.7573,2274493
2014-02-04,45.7254,45.9961,45.4946,45.8687,2312362
2014-02-05,45.7812,45.9483,44.9693,45.2956,2106393
2014-02-06,45.2028,45.6384,45.0979,45.4288,2066628
2014-02-07,45.5418,45.9777,45.3723,45.9212,1642252
2014-02-10,45.8163,46.2037,45.5338,46.0826,1761147
2014-02-11,46.123,46.4943,45.8486,46.123,1703878
2014-02-12,46.0907,46.236,45.7033,45.8728,1258078
2014-02-13,45.7517,46.349,45.6468,46.0019,1458826
2014-02-14,46.014,46.2118,45.671,45.897,1504702
2014-02-18,45.8566,46.0584,45.449,45.9777,1476972
2014-02-19,45.9696,46.7849,45.8486,46.2764,1905611
2014-02-20,46.3409,46.7768,45.453,45.671,1846557
2014-02-21,45.5903,45.9939,45.2109,45.8324,2522231
2014-02-24,45.8405,47.2369,45.8405,46.8414,1972630
2014-02-25,46.8737,46.9221,46.3571,46.5427,1579459
2014-02-26,46.68,46.8414,46.3329,46.7445,1310041
2014-02-27,46.8091,47.1401,46.6315,46.9221,1038144
2014-02-28,46.9625,47.689,46.8737,47.4145,2273845
2014-03-03,47.1966,47.5598,46.9547,47.5114,1459250
2014-03-04,47.8262,48.2782,47.7374,48.1168,1509322
2014-03-05,48.0683,48.3751,47.8421,48.3266,1225477
2014-03-06,48.3186,48.3266,47.5759,47.6647,1582973
2014-03-07,47.5679,47.6002,46.4539,47.0513,2009588
2014-03-10,47.019,47.1804,46.5589,46.8898,1979652
2014-03-11,46.906,47.6647,46.8495,47.5114,2216249
2014-03-12,47.4791,48.1491,47.4791,47.8746,2332624
2014-03-13,47.9392,47.9392,47.2611,47.3338,1766868
2014-03-14,47.3257,47.9715,47.2692,47.5679,1468786
2014-03-17,47.689,47.7293,47.0997,47.3015,1234947
2014-03-18,47.3661,47.3903,46.9463,47.132,1646222
2014-03-19,47.1804,47.6244,46.0584,46.1553,2013904
2014-03-20,46.0625,46.1069,45.566,46.0504,2027245
2014-03-21,46.6073,47.0351,46.2441,47.0028,3762058
2014-03-24,47.019,47.1804,46.6235,46.793,1394447
2014-03-25,46.9786,47.2692,46.688,47.1643,1096465
2014-03-26,47.3419,47.4791,46.8575,46.8818,1228393
2014-03-27,46.8656,47.4629,46.6719,47.4468,1083141
2014-03-28,47.4791,47.9553,47.4305,47.7293,1033969
2014-03-31,47.8665,48.2944,47.4549,48.1087,1534757
2014-04-01,48.1571,48.1975,47.5517,48.0118,1754800
2014-04-02,47.9957,48.4961,47.8746,48.3266,1369949
2014-04-03,48.4074,48.5042,47.7374,48.0199,1375547
2014-04-04,48.2056,48.8836,47.9795,48.7867,1501496
2014-04-07,48.706,49.9249,48.6979,49.4002,1903403
2014-04-08,49.3195,50.167,49.3195,50.1267,1839233
2014-04-09,50.2397,50.272,49.646,49.9895,1660536
2014-04-10,50.0056,50.4173,49.4729,49.7796,1644017
2014-04-11,49.7634,50.3285,49.6666,49.8603,2215296
2014-04-14,50.0217,50.1186,49.4406,49.7957,2196684
2014-04-15,49.7473,50.7724,49.5616,50.6271,2133126
2014-04-16,50.6836,50.8047,50.2881,50.7159,1569502
2014-04-17,50.5868,50.6433,49.5616,49.9975,1885159
